"","street1","accidents"
"2827","PLATANENSTR. / WALDSTR.",1
"2828","PLATZ DER VEREINTEN NATIONEN",1
"2829","PLATZ DER VEREINTEN NATIONEN / PLATZ DER VEREINTEN NATIONEN",3
"2830","PLATZ DES 18. MÄRZ",1
"2831","PLESSER STR.",1
"2832","PLÖNZEILE",2
"2833","POELCHAUSTR.",1
"2834","PÖHLBERGSTR. / BLUMBERGER DAMM",2
"2835","POHLSTR.",1
"2836","POLIERWEG / SCHLOSSERWEG",1
"2837","PÖLNITZWEG / RÖBELLWEG",1
"2838","POPITZWEG",3
"2839","POTSDAMER CHAUSSEE",3
"2840","POTSDAMER CHAUSSEE / AM LANDSCHAFTSPARK GATOW",1
"2841","POTSDAMER CHAUSSEE / HOHENTWIELSTEIG",1
"2842","POTSDAMER CHAUSSEE / STAHNSDORFER DAMM",1
"2843","POTSDAMER CHAUSSEE / WASGENSTEIG / WASGENSTR.",1
"2844","POTSDAMER PLATZ",1
"2845","POTSDAMER STR.",13
"2846","POTSDAMER STR. / POTSDAMER PLATZ",1
"2847","POTSDAMER STR. / REICHPIETSCHUFER / POTSDAMER BRÜCKE",4
"2848","POTSDAMER STR. / SCHAROUNSTR.",1
"2849","POTSDAMER STR. / SIGISMUNDSTR.",2
"2850","POTSDAMER STR. / TELTOWER DAMM",1
"2851","PRAGER PLATZ",1
"2852","PRAGER STR.",1
"2853","PRELLERWEG / SEMBRITZKISTR. / INSULANERPARK",1
"2854","PRENZLAUER ALLEE",11
"2855","PRENZLAUER PROMENADE",2
"2856","PRENZLAUER PROMENADE / TRESKOWSTR.",1
"2857","PREROWER PLATZ",3
"2858","PRESSELSTR. / STEGLITZER DAMM",1
"2859","PRETTAUER PFAD / WISMARER STR.",1
"2860","PRINZENALLEE",6
"2861","PRINZENALLEE / SOLDINER STR.",4
"2862","PRINZENSTR.",9
"2863","PRINZENSTR. / MORITZPLATZ",4
"2864","PRINZENSTR. / RITTERSTR.",1
"2865","PRINZENSTR. / SEBASTIANSTR. / HEINRICH-HEINE-STR.",1
"2866","PRINZENSTR. / WASSERTORSTR.",2
"2867","PRINZ-EUGEN-STR.",1
"2868","PRINZ-EUGEN-STR. / SCHULSTR.",1
"2869","PRINZREGENTENSTR.",3
"2870","PRINZREGENTENSTR. / WAGHÄUSELER STR.",1
"2871","PRITSTABELSTR. / WENDENSCHLOßSTR.",1
"2872","PROMENADENSTR.",1
"2873","PROSKAUER STR.",3
"2874","PROVINZSTR.",1
"2875","PÜCKLERSTR. / KÖPENICKER STR.",1
"2876","PÜCKLERSTR. / RHEINBABENALLEE / PLATZ AM WILDEN EBER",2
"2877","PÜCKLERSTR. / WRANGELSTR.",1
"2878","PUSCHKINALLEE",4
"2879","PUSCHKINALLEE / EICHENSTR.",2
"2880","PUTTKAMERSTR. / FRIEDRICHSTR.",1
"2881","PYRAMIDENRING / RHINSTR.",1
"2882","QUARZWEG",1
"2883","QUEDLINBURGER STR. / SCHÖNBURGER STR. / OSCHATZER RING",1
"2884","QUEDLINBURGER STR. / SÖMMERINGSTR.",1
"2885","QUICKBORNER STR.",2
"2886","QUITZOWSTR.",2
"2887","RAABESTR. / WINSSTR.",1
"2888","RABENSTEINER STR. / GOLLINER STR. / HAVEMANNSTR.",1
"2889","RADELANDSTR.",2
"2890","RAHEL-VARNHAGEN-PROMENADE",1
"2891","RAHNSDORFER STR.",2
"2892","RAMLERSTR. / BRUNNENSTR.",1
"2893","RANDOWSTR. / WELSESTR.",1
"2894","RAOUL-WALLENBERG-STR.",1
"2895","RATHAUSPROMENADE",1
"2896","RATHAUSSTR.",6
"2897","RATHAUSSTR. / REULESTR.",1
"2898","RATHAUSSTR. / RINGSTR.",1
"2899","RATHENOWER STR.",1
"2900","RATHENOWER STR. / SEYDLITZSTR.",2
"2901","RAUCHSTR.",2
"2902","RAUCHSTR. / STÜLERSTR.",1
"2903","RAUMERSTR.",2
"2904","RAVENÉSTR. / REINICKENDORFER STR.",1
"2905","REBHUHNWEG",1
"2906","REGATTASTR.",1
"2907","REGENSBURGER STR.",1
"2908","REGINHARDSTR.",5
"2909","REGINHARDSTR. / RESIDENZSTR.",1
"2910","REICHARTSTR.",1
"2911","REICHENBERGER STR.",3
"2912","REICHPIETSCHUFER / GEORGE-C.-MARSHALL-BRÜCKE / TUNNEL TIERGARTEN SPREEBOGEN / T",1
"2913","REICHPIETSCHUFER / HIROSHIMASTR.",1
"2914","REICHPIETSCHUFER / STAUFFENBERGSTR. / BENDLERBRÜCKE",2
"2915","REICHSSTR.",4
"2916","REICHSSTR. / SPANDAUER DAMM",2
"2917","REICHSSTR. / STEUBENPLATZ",2
"2918","REICHSTAGUFER",1
"2919","REICHSTAGUFER / WILHELMSTR. / MARSCHALLBRÜCKE (SPREE)",1
"2920","REICHWEINDAMM / HECKERDAMM",2
"2921","REINBECKSTR. / WILHELMINENHOFSTR.",1
"2922","REINHARDTSTR.",4
"2923","REINHARDTSTR. / LUISENSTR.",2
"2924","REINHARDTSTR. / REINHARDTSTR.",1
"2925","REINICKENDORFER STR.",1
"2926","REINICKENDORFER STR. / REINICKENDORFER STR.",1
"2927","REINICKENDORFER STR. / SCHULSTR.",1
"2928","REMBRANDTSTR. / SUDERMANNSTR.",1
"2929","RENNBAHNSTR. / ROELCKESTR.",3
"2930","RESIDENZSTR.",9
"2931","RESIDENZSTR. / RITTERLANDWEG",1
"2932","RESIDENZSTR. / SIMMELSTR.",2
"2933","RETZDORFFPROMENADE / RHEINGAUSTR.",1
"2934","REUTERSTR.",1
"2935","REUTERSTR. / SONNENALLEE",1
"2936","REUTERSTR. / WESERSTR.",2
"2937","REVALER STR.",4
"2938","REVALER STR. / MODERSOHNSTR.",4
"2939","REVALER STR. / WARSCHAUER STR.",3
"2940","REX-WAITE-STR. / AM LANDSCHAFTSPARK GATOW",1
"2941","RHEINBABENALLEE",1
"2942","RHEINGAUSTR.",1
"2943","RHEINGAUSTR. / SÜDWESTKORSO",1
"2944","RHEINGAUSTR. / WILHELMSHÖHER STR. / LIANE-BERKOWITZ-PLATZ",1
"2945","RHEINSBERGER STR. / SCHWEDTER STR.",1
"2946","RHEINSTR.",7
"2947","RHEINSTR. / SAARSTR. / SCHMILJANSTR.",4
"2948","RHINOWER STR.",1
"2949","RHINSTR.",3
"2950","RIBBECKER STR. / RUMMELSBURGER STR. / VOLKRADSTR.",1
"2951","RIBNITZER STR.",2
"2952","RIBNITZER STR. / BARTHER STR.",1
"2953","RICHARD-ERMISCH-STR. / ELDENAER STR. / LIEBIGSTR.",1
"2954","RICHARD-KOLKWITZ-WEG / URSULA-GOETZE-STR.",1
"2955","RICHARD-SORGE-STR.",1
"2956","RICHARD-SORGE-STR. / LANDSBERGER ALLEE",2
"2957","RICHARDSTR.",3
"2958","RICHARDSTR. / RICHARDPLATZ",1
"2959","RICHARD-TAUBER-DAMM",2
"2960","RICHARD-WAGNER-STR.",1
"2961","RICHARD-WAGNER-STR. / THRASOLTSTR.",1
"2962","RIDBACHER STR. / HEINRICH-GRÜBER-STR.",2
"2963","RIDBACHER STR. / SLABYSTR.",1
"2964","RIEMEISTERSTR. / SPRUNGSCHANZENWEG",1
"2965","RIEMEISTERSTR. / WILSKISTR.",1
"2966","RIEMENSCHNEIDERWEG / GRAZER PLATZ",1
"2967","RIESAER STR.",3
"2968","RIESAER STR. / HEIDENAUER STR.",1
"2969","RIESAER STR. / NOSSENER STR. / MARK-TWAIN-STR.",1
"2970","RIGAER STR.",5
"2971","RINGBAHNSTR.",3
"2972","RINGBAHNSTR. / TEMPELHOFER DAMM",1
"2973","RINGENWALDER STR.",1
"2974","RINGENWALDER STR. / HOHENSAATENER STR.",1
"2975","RINGENWALDER STR. / LANDSBERGER ALLEE / LANDSBERGER ALLEE STRAßENBAHNHOF MARZ",1
"2976","RINGSLEBENSTR. / MOLLNERWEG",1
"2977","RINGSTR.",2
"2978","RINGSTR. / ALTES GASWERK MARIENDORF",1
"2979","RITTERFELDDAMM",1
"2980","RITTERFELDDAMM / SELBITZER STR.",1
"2981","RITTERSTR.",2
"2982","RITTERSTR. / ALTE JAKOBSTR.",4
"2983","RIXDORFER STR.",4
"2984","RIXDORFER STR. / SCHNELLERSTR.",2
"2985","ROBERT-UHRIG-STR. / ALT-FRIEDRICHSFELDE",1
"2986","RÖBLINGSTR.",2
"2987","ROCHOWSTR. / STRALAUER ALLEE",4
"2988","ROCHSTR.",3
"2989","RODENBERGSTR.",1
"2990","ROEDERNALLEE",4
"2991","ROEDERNSTR.",1
"2992","ROELCKESTR.",1
"2993","ROELCKESTR. / SOONWALDSTR.",1
"2994","ROHRDAMM",2
"2995","ROHRDAMM / STRAßE AM SCHALTWERK",1
"2996","RÖLÄNDER STR.",1
"2997","ROMAIN-ROLLAND-STR.",2
"2998","ROMAIN-ROLLAND-STR. / ROTHENBACHSTR.",2
"2999","ROMAIN-ROLLAND-STR. / SLEIPNERSTR.",1
"3000","ROMAIN-ROLLAND-STR. / STRAßE 16",1
"3001","ROMAIN-ROLLAND-STR. / TINIUSSTR.",1
"3002","ROMAIN-ROLLAND-STR. / WISCHBERGEWEG",1
"3003","RÖMERWEG",2
"3004","RÖMERWEG / TRESKOWALLEE",3
"3005","ROSA-LUXEMBURG-PLATZ",1
"3006","ROSA-LUXEMBURG-STR.",3
"3007","ROSEGGERSTR.",1
"3008","ROSEGGERSTR. / SONNENALLEE",1
"3009","ROSEGGERSTR. / WILHELM-BUSCH-STR.",1
"3010","ROSENFELDER RING",1
"3011","ROSENHEIMER STR.",1
"3012","ROSENTHALER STR.",6
"3013","ROSESTR.",1
"3014","ROTHENBACHSTR.",2
"3015","ROTHENBURGSTR.",1
"3016","ROTRAUDSTR. / CECILIENSTR.",2
"3017","RÜBELANDSTR. / THOMASSTR. / RÜBELANDPARK",1
"3018","RUBENSSTR.",4
"3019","RÜCKERTSTR. / SCHILLERSTR.",1
"3020","RÜDERSDORFER STR.",1
"3021","RÜDESHEIMER STR.",3
"3022","RUDI-DUTSCHKE-STR.",1
"3023","RUDI-DUTSCHKE-STR. / MARKGRAFENSTR.",5
"3024","RÜDIGERSTR. / SCHOTTSTR.",1
"3025","RUDOLF-RÜHL-ALLEE",1
"3026","RUDOLF-RÜHL-ALLEE / AN DER WUHLHEIDE",2
"3027","RUDOLF-RÜHL-ALLEE / KÖPENICKER ALLEE / VERLÄNGERTE WALDOWALLEE",2
"3028","RUDOLF-RÜHL-ALLEE / KÖPENICKER STR. / KÖPENICKER-ALLEE-BRÜCKE",1
"3029","RUDOLF-SEIFFERT-STR.",2
"3030","RUDOLFSTR. / MODERSOHNSTR.",3
"3031","RUDOWER STR.",4
"3032","RUDOWER STR. / JOHANNISTHALER CHAUSSEE",1
"3033","RUDOWER STR. / STORCHENWEG",2
"3034","RÜGENER STR. / GLEIMSTR. / SWINEMÜNDER STR.",1
"3035","RUHEPLATZSTR. / SCHULSTR. / TURINER STR.",1
"3036","RUHLEBENER STR.",2
"3037","RUHLEBENER STR. / TELTOWER STR.",2
"3038","RUHRSTR.",1
"3039","RUMMELSBURGER LANDSTR.",3
"3040","RUMMELSBURGER STR.",1
"3041","RUMMELSBURGER STR. / ROBERT-UHRIG-STR.",1
"3042","RUMMELSBURGER STR. / RUMMELSBURGER STR.",1
"3043","RUPPINER-SEE-STR. / GLINDOWSEESTR.",1
"3044","RUSCHESTR.",2
"3045","RYKESTR. / WÖRTHER STR.",1
"3046","SAALESTR. / SONNENALLEE",3
"3047","SAALESTR. / UNSTRUTSTR.",1
"3048","SAALESTR. / WIPPERSTR.",1
"3049","SAARBRÜCKER STR.",1
"3050","SAARBRÜCKER STR. / STRAßBURGER STR.",1
"3051","SAARGEMÜNDER STR.",2
"3052","SAARSTR.",1
"3053","SAATWINKLER DAMM",6
"3054","SAATWINKLER DAMM / ADAM-VON-TROTT-STR.",1
"3055","SACHSENDAMM",2
"3056","SACHSENDAMM / A 100 BAB / HEDWIG-DOHM-STR. / 100 AS ALBOINSTR. (WESTL.), EINF V",1
"3057","SACHSENDAMM / A 103 BAB ABZWEIG ZEHLENDORF / FRIEDRICH-GERLACH-BRÜCKE / UNBEN.",1
"3058","SACHSENDAMM / BALLONFAHRERWEG / FRIEDRICH-HAAK-BRÜCKE",2
"3059","SACHSENDAMM / TEMPELHOFER WEG / WERDAUER WEG",5
"3060","SÄCHSISCHE STR.",4
"3061","SACHTLEBENSTR.",1
"3062","SAKROWER LANDSTR.",2
"3063","SALLGASTER STR.",1
"3064","SALVADOR-ALLENDE-STR.",3
"3065","SALVADOR-ALLENDE-STR. / ANEMONENSTR.",1
"3066","SALVADOR-ALLENDE-STR. / BELLEVUESTR. / FÜRSTENWALDER DAMM",2
"3067","SALVADOR-ALLENDE-STR. / FRIEDRICHSHAGENER STR.",3
"3068","SALVADOR-ALLENDE-STR. / WENDENSCHLOßSTR.",1
"3069","SALZUFER",2
"3070","SALZUFER / STRAßE DES 17. JUNI / CHARLOTTENBURGER BRÜCKE",2
"3071","SANDKRUGBRÜCKE / INVALIDENSTR.",1
"3072","SANDSTR.",2
"3073","SÄNTISSTR.",1
"3074","SARRAZINSTR.",1
"3075","SAVIGNYPLATZ",1
"3076","SCHADOWSTR. / UNTER DEN LINDEN",1
"3077","SCHAFFHAUSENER STR.",2
"3078","SCHAPERSTR.",1
"3079","SCHARFE LANKE",1
"3080","SCHARNHORSTSTR.",2
"3081","SCHARNHORSTSTR. / HABERSAATHSTR.",1
"3082","SCHARNWEBERSTR.",1
"3083","SCHEFFELSTR.",1
"3084","SCHEFFELSTR. / PAUL-JUNIUS-STR.",2
"3085","SCHEIDEMANNSTR.",1
"3086","SCHEIDEMANNSTR. / DOROTHEENSTR. / EBERTSTR. / FRIEDRICH-EBERT-PLATZ",1
"3087","SCHERINGSTR.",1
"3088","SCHERINGSTR. / GARTENSTR. / LIESENSTR.",7
"3089","SCHICHAUWEG",1
"3090","SCHIFFBAUERDAMM",2
"3091","SCHILDHORNSTR.",1
"3092","SCHILDOWER STR.",2
"3093","SCHILLERPROMENADE / WILHELMINENHOFSTR.",1
"3094","SCHILLERSTR.",3
"3095","SCHILLERSTR. / WILMERSDORFER STR.",1
"3096","SCHILLSTR. / WICHMANNSTR. / LÜTZOWPLATZ",2
"3097","SCHINKELPLATZ / AM ZEUGHAUS / UNTER DEN LINDEN / SCHLOßBRÜCKE",1
"3098","SCHIVELBEINER STR.",5
"3099","SCHLEGELSTR.",1
"3100","SCHLESISCHE STR.",6
"3101","SCHLESISCHE STR. / TABORSTR.",1
"3102","SCHLICHTALLEE / ZOBTENER STR.",1
"3103","SCHLOßALLEE",1
"3104","SCHLOßPLATZ",2
"3105","SCHLOßPLATZ / BREITE STR.",1
"3106","SCHLOßPLATZ / SCHLOßBRÜCKE / LUSTGARTEN",1
"3107","SCHLOßSTR.",7
"3108","SCHLÜTERSTR.",6
"3109","SCHMIDT-KNOBELSDORF-STR. / SEEBURGER STR. / SEEBURGER WEG / ULRIKENSTR. / LUTONE",1
"3110","SCHMILJANSTR.",1
"3111","SCHMÖCKWITZER DAMM",1
"3112","SCHMÖCKWITZER DAMM / WERNSDORFER STR.",1
"3113","SCHNEEBALLENWEG",1
"3114","SCHNELLERSTR.",15
"3115","SCHONACHER STR. / ZABEL-KRÜGER-DAMM / SCHLUCHSEESTR.",1
"3116","SCHÖNEBERGER STR.",3
"3117","SCHÖNEBERGER UFER",2
"3118","SCHÖNEBERGER UFER / GEORGE-C.-MARSHALL-BRÜCKE",1
"3119","SCHÖNEFELDER CHAUSSEE",1
"3120","SCHÖNEFELDER CHAUSSEE / SIRIUSSTR.",1
"3121","SCHÖNEFELDER STR.",1
"3122","SCHONENSCHE STR.",1
"3123","SCHÖNERLINDER STR. / A 114 BAB AUTOBAHNZUBRINGER PRENZLAU / 114 AS SCHÖNERLINDER",1
"3124","SCHÖNERLINDER WE",1
"3125","SCHÖNERLINDER WEG",2
"3126","SCHÖNEWALDER STR.",1
"3127","SCHÖNHAUSER ALLEE",27
"3128","SCHÖNHAUSER ALLEE / WICHERTSTR. / SCHIVELBEINER STR. (ENDE)",1
"3129","SCHÖNHAUSER STR.",3
"3130","SCHÖNHOLZER STR.",4
"3131","SCHÖNHORSTER STR.",2
"3132","SCHÖNOWER STR.",1
"3133","SCHÖNSTEDTSTR.",1
"3134","SCHÖNWALDER ALLEE",1
"3135","SCHÖNWALDER STR.",1
"3136","SCHORFHEIDESTR.",2
"3137","SCHORLEMERALLEE",1
"3138","SCHREINERSTR.",2
"3139","SCHULENBURGRING",1
"3140","SCHULSTR.",3
"3141","SCHULZE-BOYSEN-STR.",1
"3142","SCHULZENDORFER STR. / BRANDTSTR. / HEINSESTR.",1
"3143","SCHULZESTR.",2
"3144","SCHUMANNSTR.",2
"3145","SCHUMANNSTR. / LUISENSTR.",2
"3146","SCHUSTEHRUSSTR.",2
"3147","SCHÜTZALLEE",1
"3148","SCHÜTZENSTR.",1
"3149","SCHÜTZENSTR. / STRAßE VOR SCHÖNHOLZ / HERMANN-HESSE-STR.",2
"3150","SCHWALBACHER STR.",1
"3151","SCHWARZWURZELSTR.",1
"3152","SCHWEDENSTR.",2
"3153","SCHWEDTER STR.",1
"3154","SCHWENDYWEG",1
"3155","SEDANSTR.",1
"3156","SEDDINER STR.",1
"3157","SEEGEFELDER STR.",3
"3158","SEEGEFELDER WEG",1
"3159","SEEGEFELDER WEG / ALFONS-LOEWE-STR.",1
"3160","SEEGEFELDER WEG / HAMBURGER STR.",1
"3161","SEEGEFELDER WEG / KLOSTERBUSCHWEG / AM KIESTEICH",1
"3162","SEELENBINDERSTR.",1
"3163","SEELINGSTR. / SOPHIE-CHARLOTTEN-STR.",1
"3164","SEESENER STR.",2
"3165","SEESTR.",7
"3166","SEESTR. / SYLTER STR.",2
"3167","SEESTR. / TURINER STR.",1
"3168","SELBITZER STR.",1
"3169","SELCHOWSTR. / WASSERMANNSTR.",1
"3170","SEMBRITZKISTR.",1
"3171","SEMMELWEISSTR.",1
"3172","SEMMELWEISSTR. / WEGEDORNSTR.",1
"3173","SENEFELDERSTR. / STUBBENKAMMERSTR.",1
"3174","SENFTENBERGER RING",1
"3175","SENFTENBERGER RING / WILHELMSRUHER DAMM",1
"3176","SEWANSTR.",5
"3177","SEWANSTR. / ONTARIOSEESTR.",1
"3178","SEWANSTR. / SEWANSTR.",1
"3179","SEYDLITZSTR.",3
"3180","SEYDLITZSTR. / CLAIRE-WALDOFF-PROMENADE",1
"3181","SIBYLLENSTR.",1
"3182","SICKINGENSTR.",2
"3183","SIEGFRIEDSTR.",7
"3184","SIEGFRIEDSTR. / LIEBENWALDER STR. / LANDSBERGER ALLEE",1
"3185","SIEGLINDESTR.",1
"3186","SIEMENSSTR.",8
"3187","SILBERSTEINSTR.",3
"3188","SILBERWEIDENWEG / BORNITZSTR.",1
"3189","SILVIO-MEIER-STR. / FRANKFURTER ALLEE",2
"3190","SIMPLONSTR.",1
"3191","SIMPLONSTR. / WÜHLISCHSTR.",1
"3192","SITZENDORFER STR. / BLUMBERGER DAMM",1
"3193","SKALITZER STR.",9
"3194","SKALITZER STR. / SPREEWALDPLATZ",1
"3195","SKALITZER STR. / ZEUGHOFSTR.",2
"3196","SMETANASTR. / BERLINER ALLEE",1
"3197","SOLDINER STR.",1
"3198","SOLMSSTR.",2
"3199","SOMMERSTR.",2
"3200","SONNENALLEE",30
"3201","SONNENALLEE / BAUMSCHULENSTR. / HEIDEKAMPWEG / SÜDOSTALLEE",3
"3202","SONNENBURGER STR.",1
"3203","SOPHIE-CHARLOTTEN-STR.",3
"3204","SOPHIE-CHARLOTTEN-STR. / SPANDAUER DAMM",2
"3205","SOPHIENSTR.",1
"3206","SORAUER STR. / WRANGELSTR.",1
"3207","SPANDAUER DAMM",7
"3208","SPANDAUER DAMM / A 100 BAB / SPANDAUER-DAMM-BRÜCKE / 100 AS SPANDAUER DAMM",1
"3209","SPANDAUER DAMM / WIESENDAMM",3
"3210","SPANDAUER-SEE-BRÜCKE / SPANDAUER HAVELPROMENADE / POHLESEESTR.",1
"3211","SPANDAUER STR.",2
"3212","SPANDAUER STR. / RATHAUSSTR.",3
"3213","SPANISCHE ALLEE",2
"3214","SPANISCHE ALLEE / A 115 BAB AUTOBAHNZUBRINGER MAGDEBG/LEIPZ (AVUS) / SPANISCHE A",1
"3215","SPÄTHSFELDER WEG",1
"3216","SPÄTHSTR.",4
"3217","SPEKTEWEG",1
"3218","SPINDLERSFELDER STR. / GLIENICKER STR.",2
"3219","SPITZMÜHLER STR. / PÖHLBERGSTR. / BLUMBERGER DAMM",1
"3220","SPLANEMANNSTR. / SEWANSTR. / ERIESEERING",1
"3221","SPORTPROMENADE",1
"3222","SPREMBERGER STR.",1
"3223","SPRENGELSTR.",1
"3224","SREDZKISTR.",5
"3225","STAAKENER STR.",1
"3226","STADTHAUSSTR. / TÜRRSCHMIDTSTR.",1
"3227","STAHNSDORFER DAMM",1
"3228","ST ALBRECHTSTR.",2
"3229","STARGARDER STR.",4
"3230","STAUFFENBERGSTR. / TIERGARTENSTR.",1
"3231","STEEGERSTR.",1
"3232","STEGLITZER DAMM",3
"3233","STEIFENSANDSTR.",1
"3234","STEINHELLENWEG",1
"3235","STEINTRÄGERWEG / HEIDELÄUFERWEG / JOHANNISTHALER CHAUSSEE",1
"3236","STELLINGDAMM",1
"3237","STELZENWEG / JOHANNISTHALER CHAUSSEE",1
"3238","STENDALER STR.",3
"3239","STEPHAN-BORN-STR. / KLAUSDORFER STR.",1
"3240","STERNDAMM",5
"3241","STERNDAMM / SÜDOSTALLEE",1
"3242","STERNDAMM / TRÜTZSCHLERSTR.",1
"3243","STOLLBERGER STR.",1
"3244","STOLZENFELSSTR. / TRESKOWALLEE",1
"3245","STORKOWER STR.",15
"3246","STORKOWER STR. / ALFRED-JUNG-STR.",1
"3247","STORKOWER STR. / LANDSBERGER ALLEE",3
"3248","STORKOWER STR. / PAUL-JUNIUS-STR.",4
"3249","STR.",4
"3250","STRALAUER ALLEE",1
"3251","STRALAUER ALLEE / MODERSOHNSTR.",6
"3252","STRALAUER ALLEE / WARSCHAUER PLATZ",2
"3253","STRALAUER PLATZ",1
"3254","STRALAUER STR. / WAISENSTR.",1
"3255","STRALSUNDER STR. / WATTSTR. / STRELITZER STR.",1
"3256","STRAßBURGER STR.",3
"3257","STRAßE 45 / STRAßE 50",1
"3258","STRAßE 614",1
"3259","STRAßE AM FLUGPLATZ",1
"3260","STRAßE DER PARISER KOMMUNE",2
"3261","STRAßE DER PARISER KOMMUNE / FRANZ-MEHRING-PLATZ",1
"3262","STRAßE DER PARISER KOMMUNE / KARL-MARX-ALLEE",17
"3263","STRAßE DER PARISER KOMMUNE / LANGE STR.",1
"3264","STRAßE DER PARISER KOMMUNE / RÜDERSDORFER STR.",1
"3265","STRAßE DER PARISER KOMMUNE / WRIEZENER KARREE",1
"3266","STRAßE DES 17. JUNI",5
"3267","STRAßE DES 17. JUNI / BELLEVUEALLEE / KLEINER STERN",1
"3268","STRAßE DES 17. JUNI / ERNST-REUTER-PLATZ",2
"3269","STRAßE DES 17. JUNI / PLATZ DES 18. MÄRZ",1
"3270","STRAßE DES 17. JUNI / YITZHAK-RABIN-STR.",2
"3271","STRAßE VOR SCHÖNHOLZ",2
"3272","STRAßE ZUM FEZ / AN DER WUHLHEIDE",1
"3273","STRAßE ZUM LÖWEN",1
"3274","STRAßMANNSTR.",2
"3275","STRAßMANNSTR. / PETERSBURGER STR.",2
"3276","STRAUSBERGER STR.",1
"3277","STRELITZER STR.",1
"3278","STRESEMANNSTR.",4
"3279","STRESEMANNSTR. / POTSDAMER PLATZ",1
"3280","STREUSTR.",2
"3281","STROMSTR.",12
"3282","STROMSTR. / TURMSTR.",2
"3283","STUBENRAUCHSTR.",2
"3284","SUAREZSTR.",1
"3285","SUAREZSTR. / AMTSGERICHTSPLATZ",1
"3286","SUAREZSTR. / WINDSCHEIDSTR.",1
"3287","SÜDOSTALLEE",5
"3288","SÜDSTERN",1
"3289","SÜDWESTKORSO",3
"3290","SUERMONDTSTR.",1
"3291","SÜLTSTR.",1
"3292","SUNDGAUER STR.",1
"3293","SÜßER GRUND / DÖRPFELDSTR. / GENOSSENSCHAFTSSTR.",1
"3294","SWINEMÜNDER STR.",1
"3295","SYBELSTR. / KRACAUERPLATZ",1
"3296","TAMARA-DANZ-STR. / MÜHLENSTR.",1
"3297","TASDORFER STR.",1
"3298","TASSOSTR.",1
"3299","TAUENTZIENSTR.",5
"3300","TAUERNALLEE",2
"3301","TAUTENBURGER STR.",1
"3302","TAYLORSTR.",1
"3303","TE ALBRECHTSTR.",2
"3304","TEGELER STR. / TRIFTSTR.",1
"3305","TEICHBERGSTR. / BUCHER CHAUSSEE",1
"3306","TELLSTR. / SONNENALLEE",2
"3307","TELTOWER DAMM",10
"3308","TELTOWER STR.",1
"3309","TEMPELHOFER DAMM",11
"3310","TEMPELHOFER DAMM / A 100 BAB / 100 AS TEMPELHOFER D AUSF N TEMPELHOFER D NORD /",1
"3311","TEMPELHOFER DAMM / A 100 BAB / 100 AS TEMPELHOFER D AUSF N TEMPELHOFER D SÜD / 1",1
"3312","TEMPELHOFER DAMM / PLATZ DER LUFTBRÜCKE",4
"3313","TEMPELHOFER DAMM / THUYRING",1
"3314","TEMPELHOFER DAMM / VIKTORIASTR.",1
"3315","TEMPELHOFER UFER",2
"3316","TEMPELHOFER UFER / TREBBINER STR.",1
"3317","TEMPELHOFER WEG",2
"3318","TEMPLINER STR. / ZIONSKIRCHSTR.",1
"3319","TENNSTEDTER STR.",1
"3320","TEPLITZER STR.",1
"3321","TESSENOWSTR.",2
"3322","TETEROWER RING",1
"3323","TEUFELSSEECHAUSSEE",1
"3324","TEUFELSSEESTR.",2
"3325","TEUPITZER STR.",1
"3326","TG ALT-MOABIT",6
"3327","THEATERGASSE / STOLZENFELSSTR.",1
"3328","THEODOR-HEUSS-PLATZ",2
"3329","THIELALLEE",1
"3330","THIEMANNSTR. / SONNENALLEE",1
"3331","THOMASIUSSTR.",1
"3332","THRASOLTSTR. / WILMERSDORFER STR.",1
"3333","THÜRNAGELSTR.",1
"3334","TIERGARTENSTR.",3
"3335","TIERGARTENSTR. / HERBERT-VON-KARAJAN-STR.",1
"3336","TIERGARTENSTR. / HIROSHIMASTR.",1
"3337","TIERGARTENSTR. / KEMPERPLATZ / BEN-GURION-STR. / TUNNEL TIERGARTEN SPREEBOGEN /",1
"3338","TINO-SCHWIERZINA-STR.",1
"3339","TINO-SCHWIERZINA-STR. / STRAßE 49",1
"3340","TIRSCHENREUTHER RING",2
"3341","TOGOSTR.",1
"3342","TÖPCHINER WEG / KLOSTER-ZINNA-STR.",1
"3343","TÖPCHINER WEG / WIESBADENER STR.",1
"3344","TORGAUER STR.",1
"3345","TORSTR.",10
"3346","TORSTR. / ALTE SCHÖNHAUSER STR. / SCHÖNHAUSER ALLEE / ROSA-LUXEMBURG-STR.",9
"3347","TORSTR. / KARL-LIEBKNECHT-STR. / MOLLSTR. / PRENZLAUER ALLEE",2
"3348","TRAKEHNER ALLEE / FLATOWALLEE / JESSE-OWENS-ALLEE / COUBERTINPLATZ",2
"3349","TRANSVAALSTR.",2
"3350","TRAUTENAUER STR.",1
"3351","TRAUTENAUSTR.",2
"3352","TRELLEBORGER STR. / VINETASTR. / WESTERLANDSTR.",1
"3353","TRELLEBORGER STR. / WISBYER STR.",1
"3354","TRENDELENBURGSTR.",1
"3355","TREPTOWER STR.",1
"3356","TRESKOWALLEE",2
"3357","TRIFTSTR.",3
"3358","TRUSETALER STR. / MAX-HERRMANN-STR. / MEHROWER ALLEE",1
"3359","TUCHOLSKYSTR.",7
"3360","TURMSTR.",3
